Counter_Location_Description,Latitude,Longitude,Log_Timstamp,Total_Pedestrian_Count,Total_Cyclist_Count
103 Street N of 100 Avenue,53.53912407,-113.4975386,14-Dec-21,0,24
Funicular @ 100 St,53.539481,-113.488365,16-May-20,666,0
106 Street N of Jasper Avenue,53.54171422,-113.5030261,1-Apr-19,0,133
106 Street N of Jasper Avenue,53.54171422,-113.5030261,22-Nov-18,0,83
105 Avenue W of 109 Street,53.54829907,-113.5094746,9-Feb-21,0,42
LRT SUP East of 92 Street,53.55645536,-113.4749465,4-Jul-21,155,201
Whitemud Ravine Boardwalk,53.476847,-113.555595,25-Nov-20,410,0
102A Avenue W of 96 Street,53.54541049,-113.4834711,31-Dec-22,0,15
102 Avenue E of 121 Street,53.54308,-113.52949,16-May-19,0,750
121 Street SUP N of 107 Avenue,53.55131,-113.53093,1-Aug-21,319,368
LRT SUP East of 92 Street,53.55645536,-113.4749465,5-Jan-22,17,16
Rossdale SUP,53.52781,-113.49539,16-Jul-21,514,183
102 Avenue E of 105 Street,53.54297512,-113.5003897,2-Jun-20,0,15
83 Avenue W of 99 Street,53.51907,-113.48717,8-Dec-22,0,268
121 Street SUP N of 107 Avenue,53.55131,-113.53093,4-Feb-23,473,59
106 Street N of 76 Avenue NB,53.51304,-113.50381,19-Nov-21,0,41
106 Street N of 76 Avenue NB,53.51304,-113.50381,23-Sep-21,0,198
Hermitage South,53.578605,-113.37223,31-Dec-22,129,0
106 Street N of Jasper Avenue,53.54171422,-113.5030261,26-Aug-19,0,262
Keillor Point (EBD into Keillor Point/WBD out of Keillor Point),53.51209,-113.5392,17-Feb-20,58,0
LRT SUP East of 92 Street,53.55645536,-113.4749465,28-Jun-19,130,303
102 Avenue E of 105 Street,53.54297512,-113.5003897,28-Aug-20,0,0
99 Street N of 102A Avenue,53.54537031,-113.4893957,20-Jun-21,0,83
76 Avenue W of 106 Street WB,53.51234,-113.50485,22-Aug-19,0,154
102 Avenue SUP W Groat Rd Bridge,53.54315537,-113.5448633,17-Jan-21,184,42
Woodward Trail / Wolf Willow (EBD into River Valley/WBD out of River Valley),53.4938,-113.59727,18-Jan-20,47,0
106 Street N of Jasper Avenue,53.54171422,-113.5030261,10-Nov-20,0,56
Capilano Bridge,53.561355,-113.420088,20-Dec-21,92,0
Sir Wilfrid Laurier Park,53.51167,-113.54897,24-May-21,175,0
High Level Bridge East,53.53249552,-113.5095117,3-Aug-21,466,344
Queen Elizabeth Park 2,53.52457,-113.49748,26-Apr-22,199,0
102 Avenue E of 121 Street,53.54308,-113.52949,12-Dec-22,0,123
East Trails,53.604,-113.31977,25-Nov-22,2,4
83 Avenue W of 99 Street,53.51907,-113.48717,28-Nov-22,0,203
83 Avenue W of 99 Street,53.51907,-113.48717,10-Nov-22,0,159
High Level Bridge East,53.53249552,-113.5095117,27-Dec-19,168,25
Railtown Park SUP,53.5430264,-113.5102586,3-Oct-21,694,273
LRT SUP East of 92 Street,53.55645536,-113.4749465,8-Oct-22,98,176
105 Avenue W of 109 Street,53.54829907,-113.5094746,19-Nov-18,0,180
High Level Bridge East,53.53249552,-113.5095117,26-Aug-19,531,352
High Level Bridge West,53.53277648,-113.5099417,29-Sep-20,1037,1009
Buena Vista Bridge,53.52139,-113.54829,30-Dec-22,308,29
103A Avenue W of 96 Street,53.5473265,-113.4842106,15-Feb-23,876,45
Railtown Park SUP,53.5430264,-113.5102586,17-Jun-19,1347,1288
Queen Elizabeth Park 2,53.52457,-113.49748,27-Aug-22,269,0
100 Avenue E of 107 Street,53.53885088,-113.5035117,5-Nov-19,0,174
103 Street N of 100 Avenue,53.53912407,-113.4975386,27-Jul-19,0,72
Whitemud Ravine Boardwalk,53.476847,-113.555595,30-Oct-21,837,0
96 Street S of Jasper Ave,53.54312877,-113.4819533,8-Sep-20,0,19
Railtown Park SUP,53.5430264,-113.5102586,17-Jan-20,512,98
Railtown Park SUP,53.5430264,-113.5102586,14-Sep-19,1136,521
102 Avenue E of 105 Street,53.54297512,-113.5003897,28-Dec-22,0,56
Queen Elizabeth Park,53.52595,-113.50289,21-Dec-22,4,18
103 Street N of 100 Avenue,53.53912407,-113.4975386,16-Apr-22,0,18
Whitemud Ravine Boardwalk,53.476847,-113.555595,28-Sep-22,605,0
High Level Bridge East,53.53249552,-113.5095117,20-Jan-23,168,64
127 Street N of 107 Avenue,53.55149,-113.54119,2-Jun-19,0,234
76 Avenue W of 106 Street EB,53.51221,-113.50486,5-Jan-23,0,16
106 Street S of 104 Avenue,53.54519216,-113.5030336,13-Jul-19,0,89
Rossdale SUP,53.52781,-113.49539,26-Feb-21,457,10
105 Avenue W of 109 Street,53.54829907,-113.5094746,17-Nov-19,0,77
High Level Bridge West,53.53277648,-113.5099417,4-Jul-22,913,1215
127 Street N of 107 Avenue,53.55149,-113.54119,21-Oct-21,0,135
105 Avenue W of 101 Street,53.54767204,-113.4945246,1-Mar-22,179,22
105 Avenue W of 101 Street,53.54767204,-113.4945246,15-Oct-22,554,28
106 Street S of 104 Avenue,53.54519216,-113.5030336,19-Aug-21,0,80
East Trails,53.604,-113.31977,10-Dec-21,0,6
106 Street S of 104 Avenue,53.54519216,-113.5030336,29-Oct-22,0,38
127 Street N of 107 Avenue,53.55149,-113.54119,1-Mar-23,0,21
83 Avenue W of 99 Street,53.51907,-113.48717,1-Nov-21,0,484
Rossdale SUP,53.52781,-113.49539,12-Mar-21,393,77
Keillor Point (EBD into Keillor Point/WBD out of Keillor Point),53.51209,-113.5392,2-Nov-20,258,0
127 Street N of 107 Avenue,53.55149,-113.54119,23-Dec-22,0,7
103A Avenue W of 96 Street,53.5473265,-113.4842106,18-Mar-21,578,96
105 Avenue W of 109 Street,53.54829907,-113.5094746,15-Jan-20,0,74
103A Avenue W of 96 Street,53.5473265,-113.4842106,9-Jun-22,842,157
Keillor Point (EBD into Keillor Point/WBD out of Keillor Point),53.51209,-113.5392,2-Jan-20,65,0
127 Street N of 107 Avenue,53.55149,-113.54119,2-Nov-22,0,41
East Trails,53.604,-113.31977,16-Jan-22,18,44
Buena Vista Bridge,53.52139,-113.54829,15-Jun-22,223,118
83 Avenue W 106 Street,53.51911,-113.50441,28-Jul-22,0,960
Wedgewood,53.472733,-113.641533,12-Oct-21,95,12
Queen Elizabeth Park,53.52595,-113.50289,9-Apr-22,30,190
106 Street N of 76 Avenue NB,53.51304,-113.50381,7-Jun-20,0,26
76 Avenue W of 106 Street WB,53.51234,-113.50485,15-Feb-21,0,7
Belgravia Rd Foot Bridge SUP,53.506457,-113.531874,30-Apr-20,322,380
127 Street N of 107 Avenue,53.55149,-113.54119,12-Mar-21,0,77
106 Street S of 104 Avenue,53.54519216,-113.5030336,13-Oct-18,0,11
Funicular @ 100 St,53.539481,-113.488365,30-Jun-21,1310,0
99 Street N of 102A Avenue,53.54537031,-113.4893957,28-Dec-18,0,16
Railtown Park SUP,53.5430264,-113.5102586,29-Aug-19,1485,939
106 Street N of Jasper Avenue,53.54171422,-113.5030261,9-Feb-19,0,6
96 Street S of Jasper Ave,53.54312877,-113.4819533,6-May-19,0,35
96 Street S of Jasper Ave,53.54312877,-113.4819533,3-Nov-18,0,5
102A Avenue W of 96 Street,53.54541049,-113.4834711,25-Feb-22,0,19
105 Avenue W of 109 Street,53.54829907,-113.5094746,25-Mar-21,0,158
Queen Elizabeth Park,53.52595,-113.50289,3-May-22,71,284
Hermitage South,53.578605,-113.37223,15-Jul-22,272,0
105 Avenue W of 109 Street,53.54829907,-113.5094746,3-Feb-21,0,68
Funicular @ 100 St,53.539481,-113.488365,8-Nov-22,276,0
Capilano SUP,53.560733,-113.424422,11-Jan-22,341,25
106 Street S of 104 Avenue,53.54519216,-113.5030336,22-Oct-18,0,139
102A Avenue W of 96 Street,53.54541049,-113.4834711,17-Sep-21,0,172
106 Street S of 104 Avenue,53.54519216,-113.5030336,26-Jan-23,0,21
Buena Vista Bridge,53.52139,-113.54829,19-Jan-22,91,6
106 Street S of 104 Avenue,53.54519216,-113.5030336,15-May-22,0,43
106 Street N of 76 Avenue SB,53.51306,-113.50389,29-Sep-22,0,222
LRT SUP East of 92 Street,53.55645536,-113.4749465,5-Nov-19,118,148
99 Street N of 102A Avenue,53.54537031,-113.4893957,27-Dec-20,0,16
105 Avenue W of 109 Street,53.54829907,-113.5094746,4-Oct-18,0,435
76 Avenue W of 106 Street EB,53.51221,-113.50486,2-Jul-20,0,131
Funicular @ 100 St,53.539481,-113.488365,11-Jun-19,1523,0
102A Avenue W of 96 Street,53.54541049,-113.4834711,10-Jun-21,0,117
76 Avenue W of 106 Street WB,53.51234,-113.50485,3-Jul-22,0,156
105 Avenue W of 109 Street,53.54829907,-113.5094746,18-Sep-20,0,506
Rossdale SUP,53.52781,-113.49539,16-Dec-21,118,101
103A Avenue W of 96 Street,53.5473265,-113.4842106,3-Dec-22,390,27
LRT SUP East of 92 Street,53.55645536,-113.4749465,21-Apr-20,177,260
Capilano SUP,53.560733,-113.424422,7-Dec-21,107,12
102 Avenue E of 105 Street,53.54297512,-113.5003897,13-Jan-19,0,28
102 Avenue E of 105 Street,53.54297512,-113.5003897,27-Aug-20,0,0
83 Avenue W 106 Street,53.51911,-113.50441,26-Feb-23,0,74
105 Avenue W of 109 Street,53.54829907,-113.5094746,11-Mar-19,0,183
102 Avenue E of 105 Street,53.54297512,-113.5003897,25-Nov-18,0,48
102 Avenue E of 105 Street,53.54297512,-113.5003897,13-Dec-22,0,176
83 Avenue W of 99 Street,53.51907,-113.48717,20-Apr-20,0,722
Sir Wilfrid Laurier Park,53.51167,-113.54897,12-Sep-22,339,0
96 Street S of Jasper Ave,53.54312877,-113.4819533,3-Oct-19,0,16
Belgravia Rd Foot Bridge SUP,53.506457,-113.531874,23-Nov-22,273,127
Belgravia Rd Foot Bridge SUP,53.506457,-113.531874,10-Apr-22,233,101
127 Street N of 107 Avenue,53.55149,-113.54119,11-Jun-22,0,233
83 Avenue W 106 Street,53.51911,-113.50441,23-Jan-23,0,219
Queen Elizabeth Park 2,53.52457,-113.49748,26-Jul-22,536,0
102 Avenue E of 105 Street,53.54297512,-113.5003897,5-Jul-19,0,605
96 Street S of Jasper Ave,53.54312877,-113.4819533,11-Jan-19,0,1
Woodward Trail / Wolf Willow (EBD into River Valley/WBD out of River Valley),53.4938,-113.59727,18-Nov-22,95,25
102 Avenue E of 105 Street,53.54297512,-113.5003897,15-Jun-20,0,3
102A Avenue W of 96 Street,53.54541049,-113.4834711,13-Nov-18,0,106
102 Avenue E of 105 Street,53.54297512,-113.5003897,22-Apr-20,0,150
Railtown Park SUP,53.5430264,-113.5102586,9-May-22,718,393
76 Avenue W of 106 Street WB,53.51234,-113.50485,31-Aug-20,0,130
Whitemud Ravine Boardwalk,53.476847,-113.555595,12-Aug-21,416,0
102 Avenue SUP W Groat Rd Bridge,53.54315537,-113.5448633,27-May-19,211,737
106 Street S of 104 Avenue,53.54519216,-113.5030336,25-Sep-22,0,41
106 Street S of 104 Avenue,53.54519216,-113.5030336,7-Apr-20,0,11
106 Street N of 76 Avenue SB,53.51306,-113.50389,12-May-22,0,278
99 Street N of 102A Avenue,53.54537031,-113.4893957,11-Feb-20,0,42
83 Avenue W 106 Street,53.51911,-113.50441,16-Mar-23,0,281
102 Avenue E of 121 Street,53.54308,-113.52949,18-Oct-20,0,134
Whitemud Ravine Boardwalk,53.476847,-113.555595,27-Sep-22,1033,0
Buena Vista Bridge,53.52139,-113.54829,5-Mar-23,0,0
76 Avenue W of 106 Street WB,53.51234,-113.50485,25-Sep-21,0,1
Funicular @ 100 St,53.539481,-113.488365,10-Oct-21,287,0
102 Avenue E of 121 Street,53.54308,-113.52949,16-Jan-20,0,95
83 Avenue W 106 Street,53.51911,-113.50441,8-Mar-22,0,193
103A Avenue W of 96 Street,53.5473265,-113.4842106,24-Sep-20,746,124
83 Avenue W of 99 Street,53.51907,-113.48717,18-Jan-22,0,62
102 Avenue E of 121 Street,53.54308,-113.52949,4-Dec-20,0,167
83 Avenue W of 99 Street,53.51907,-113.48717,15-Aug-19,0,1261
Capilano Bridge,53.561355,-113.420088,23-Feb-23,45,0
106 Street N of Jasper Avenue,53.54171422,-113.5030261,10-Jul-21,0,100
Emily Murphy,53.532383,-113.531662,1-Nov-22,135,0
Keillor Point (EBD into Keillor Point/WBD out of Keillor Point),53.51209,-113.5392,25-May-21,295,0
96 Street S of Jasper Ave,53.54312877,-113.4819533,4-Apr-20,0,4
Queen Elizabeth Park,53.52595,-113.50289,20-Aug-22,126,211
106 Street N of 76 Avenue NB,53.51304,-113.50381,17-Jun-20,0,133
106 Street N of Jasper Avenue,53.54171422,-113.5030261,20-Dec-21,0,9
LRT SUP East of 92 Street,53.55645536,-113.4749465,3-Mar-22,8,24
LRT SUP East of 92 Street,53.55645536,-113.4749465,12-Feb-20,78,65
103 Street N of 102 Avenue,53.54360589,-113.4974978,15-Dec-21,0,26
LRT SUP East of 92 Street,53.55645536,-113.4749465,23-Apr-22,841,55
106 Street N of 76 Avenue NB,53.51304,-113.50381,10-Sep-21,0,255
Sir Wilfrid Laurier Park,53.51167,-113.54897,10-Nov-22,53,0
105 Avenue W of 109 Street,53.54829907,-113.5094746,6-Jun-21,0,0
Queen Elizabeth Park 2,53.52457,-113.49748,10-Jan-22,115,0
103 Street N of 102 Avenue,53.54360589,-113.4974978,3-Feb-22,0,11
121 Street SUP N of 107 Avenue,53.55131,-113.53093,12-Dec-19,626,119
Funicular @ 100 St,53.539481,-113.488365,1-Apr-21,1193,0
Queen Elizabeth Park 2,53.52457,-113.49748,24-Jun-21,681,0
Belgravia Rd Foot Bridge SUP,53.506457,-113.531874,4-May-19,238,211
83 Avenue W 106 Street,53.51911,-113.50441,24-Mar-21,0,263
83 Avenue W of 99 Street,53.51907,-113.48717,1-Feb-21,0,113
High Level Bridge West,53.53277648,-113.5099417,7-Oct-19,665,1147
100 Avenue E of 107 Street,53.53885088,-113.5035117,29-Jun-19,0,369
East Trails,53.604,-113.31977,18-Dec-22,3,0
83 Avenue W of 99 Street,53.51907,-113.48717,16-Nov-22,0,257
Woodward Trail / Wolf Willow (EBD into River Valley/WBD out of River Valley),53.4938,-113.59727,22-May-22,597,349
102 Avenue E of 105 Street,53.54297512,-113.5003897,25-May-20,0,119
103A Avenue W of 96 Street,53.5473265,-113.4842106,5-Oct-22,984,140
MacKinnon Ravine,53.53905,-113.54702,23-Jul-21,690,1201
103A Avenue W of 96 Street,53.5473265,-113.4842106,17-Nov-22,744,47
106 Street N of 76 Avenue SB,53.51306,-113.50389,11-Sep-22,0,201
106 Street N of 76 Avenue NB,53.51304,-113.50381,18-Jan-22,0,12
106 Street S of 104 Avenue,53.54519216,-113.5030336,11-Jun-21,0,79
100 Avenue E of 107 Street,53.53885088,-113.5035117,12-Jun-21,0,495
102 Avenue E of 121 Street,53.54308,-113.52949,27-Nov-19,0,258
Sir Wilfrid Laurier Park,53.51167,-113.54897,12-May-22,357,0
Whitemud Ravine Boardwalk,53.476847,-113.555595,9-Jun-21,352,0
High Level Bridge East,53.53249552,-113.5095117,16-Jun-22,540,393
Hermitage South,53.578605,-113.37223,12-Jun-22,530,0
105 Avenue W of 109 Street,53.54829907,-113.5094746,13-Sep-18,0,238
102A Avenue W of 96 Street,53.54541049,-113.4834711,1-Jun-22,0,278
83 Avenue W 106 Street,53.51911,-113.50441,26-Nov-21,0,204
High Level Bridge West,53.53277648,-113.5099417,30-May-22,892,1138
Queen Elizabeth Park,53.52595,-113.50289,30-Dec-22,5,101
83 Avenue W of 99 Street,53.51907,-113.48717,22-Nov-21,0,204
High Level Bridge East,53.53249552,-113.5095117,11-Sep-20,864,335
East Trails,53.604,-113.31977,6-Jan-23,6,41
106 Street S of 104 Avenue,53.54519216,-113.5030336,22-Feb-20,0,11
83 Avenue W of 99 Street,53.51907,-113.48717,3-Aug-22,0,696
106 Street S of 104 Avenue,53.54519216,-113.5030336,18-Apr-19,0,126
102 Avenue SUP W Groat Rd Bridge,53.54315537,-113.5448633,11-Sep-22,213,494
106 Street N of Jasper Avenue,53.54171422,-113.5030261,22-Nov-21,0,24
Woodward Trail / Wolf Willow (EBD into River Valley/WBD out of River Valley),53.4938,-113.59727,27-Feb-20,165,16
LRT SUP East of 92 Street,53.55645536,-113.4749465,17-Feb-19,58,16
100 Avenue E of 107 Street,53.53885088,-113.5035117,23-Aug-18,0,590
105 Avenue W of 101 Street,53.54767204,-113.4945246,10-Mar-19,532,7
83 Avenue W of 99 Street,53.51907,-113.48717,27-Jun-21,0,884
Woodward Trail / Wolf Willow (EBD into River Valley/WBD out of River Valley),53.4938,-113.59727,14-Jan-20,13,0
102 Avenue E of 121 Street,53.54308,-113.52949,17-Sep-19,0,852
106 Street N of 76 Avenue SB,53.51306,-113.50389,9-Dec-19,0,51
Queen Elizabeth Park,53.52595,-113.50289,27-Feb-22,11,131
Buena Vista Bridge,53.52139,-113.54829,24-Jul-21,784,1079
105 Avenue W of 101 Street,53.54767204,-113.4945246,18-Jan-19,401,25
103A Avenue W of 96 Street,53.5473265,-113.4842106,30-Mar-21,507,66
LRT SUP East of 92 Street,53.55645536,-113.4749465,26-Sep-20,913,90
High Level Bridge East,53.53249552,-113.5095117,21-Apr-20,571,316
106 Street N of Jasper Avenue,53.54171422,-113.5030261,8-Aug-19,0,296
Sir Wilfrid Laurier Park,53.51167,-113.54897,30-Apr-21,804,0
106 Street N of 76 Avenue NB,53.51304,-113.50381,19-Jun-19,0,85
Woodward Trail / Wolf Willow (EBD into River Valley/WBD out of River Valley),53.4938,-113.59727,14-Nov-22,127,27
76 Avenue W of 106 Street EB,53.51221,-113.50486,1-Nov-20,0,98
83 Avenue W of 99 Street,53.51907,-113.48717,23-Feb-21,0,186
105 Avenue W of 109 Street,53.54829907,-113.5094746,23-Sep-18,0,137
103A Avenue W of 96 Street,53.5473265,-113.4842106,7-Sep-20,266,63
High Level Bridge West,53.53277648,-113.5099417,2-Jun-22,1030,1489
Railtown Park SUP,53.5430264,-113.5102586,24-Dec-21,227,43
99 Street N of 102A Avenue,53.54537031,-113.4893957,8-Sep-19,0,36
83 Avenue W of 99 Street,53.51907,-113.48717,30-Jul-21,0,1073
102A Avenue W of 96 Street,53.54541049,-113.4834711,11-Aug-20,0,227
Railtown Park SUP,53.5430264,-113.5102586,20-Jun-20,1103,788
High Level Bridge East,53.53249552,-113.5095117,12-May-20,422,241
102 Avenue E of 121 Street,53.54308,-113.52949,23-Dec-21,0,40
LRT SUP East of 92 Street,53.55645536,-113.4749465,29-Dec-22,0,23
MacKinnon Ravine,53.53905,-113.54702,27-Nov-21,55,304
127 Street N of 107 Avenue,53.55149,-113.54119,21-Dec-21,0,24
76 Avenue W of 106 Street EB,53.51221,-113.50486,20-Jun-19,0,57
Belgravia Rd Foot Bridge SUP,53.506457,-113.531874,2-Feb-19,71,4
99 Street N of 102A Avenue,53.54537031,-113.4893957,13-Oct-18,0,33
Funicular @ 100 St,53.539481,-113.488365,26-Jul-22,1390,0
106 Street N of 76 Avenue SB,53.51306,-113.50389,20-Mar-20,0,36
106 Street S of 104 Avenue,53.54519216,-113.5030336,12-Mar-19,0,39
76 Avenue W of 106 Street EB,53.51221,-113.50486,14-Jun-22,0,35
High Level Bridge East,53.53249552,-113.5095117,19-Jan-20,44,4
106 Street N of 76 Avenue SB,53.51306,-113.50389,5-Dec-19,0,55
Capilano Bridge,53.561355,-113.420088,24-Jan-22,95,0
96 Street S of Jasper Ave,53.54312877,-113.4819533,7-Apr-21,0,18
LRT SUP East of 92 Street,53.55645536,-113.4749465,1-Dec-19,75,61
83 Avenue W 106 Street,53.51911,-113.50441,20-Jun-21,0,991
Queen Elizabeth Park 2,53.52457,-113.49748,21-Oct-21,291,0
Queen Elizabeth Park,53.52595,-113.50289,6-Apr-22,40,247
Whitemud Ravine Boardwalk,53.476847,-113.555595,16-Dec-20,447,0
High Level Bridge West,53.53277648,-113.5099417,22-Mar-19,1056,638
100 Avenue E of 107 Street,53.53885088,-113.5035117,30-Sep-20,0,459
Wedgewood,53.472733,-113.641533,20-Oct-22,175,12
76 Avenue W of 106 Street WB,53.51234,-113.50485,6-Jan-21,0,22
100 Avenue E of 107 Street,53.53885088,-113.5035117,23-May-22,0,350
76 Avenue W of 106 Street WB,53.51234,-113.50485,3-Feb-21,0,12
100 Avenue E of 107 Street,53.53885088,-113.5035117,23-Feb-21,0,83
127 Street N of 107 Avenue,53.55149,-113.54119,5-Mar-22,0,6
102A Avenue W of 96 Street,53.54541049,-113.4834711,25-Dec-22,0,9
106 Street N of 76 Avenue SB,53.51306,-113.50389,28-Dec-21,0,2
76 Avenue W of 106 Street WB,53.51234,-113.50485,14-Jul-21,0,137
Buena Vista Bridge,53.52139,-113.54829,1-Sep-21,141,85
127 Street N of 107 Avenue,53.55149,-113.54119,13-May-21,0,309
99 Street N of 102A Avenue,53.54537031,-113.4893957,29-Dec-20,0,20
76 Avenue W of 106 Street WB,53.51234,-113.50485,27-May-21,0,153
76 Avenue W of 106 Street EB,53.51221,-113.50486,11-May-19,0,169
Keillor Point (EBD into Keillor Point/WBD out of Keillor Point),53.51209,-113.5392,19-Mar-22,148,0
99 Street N of 102A Avenue,53.54537031,-113.4893957,29-Dec-19,0,9
103 Street N of 100 Avenue,53.53912407,-113.4975386,5-Feb-23,0,5
121 Street SUP N of 107 Avenue,53.55131,-113.53093,14-Aug-19,349,738
102A Avenue W of 96 Street,53.54541049,-113.4834711,20-Oct-21,0,135
106 Street N of 76 Avenue NB,53.51304,-113.50381,7-Sep-19,0,231
LRT SUP East of 92 Street,53.55645536,-113.4749465,1-Feb-23,0,45
103A Avenue W of 96 Street,53.5473265,-113.4842106,16-Jun-20,676,162
106 Street N of 76 Avenue SB,53.51306,-113.50389,24-Feb-23,0,19
76 Avenue W of 106 Street EB,53.51221,-113.50486,5-Mar-20,0,18
102 Avenue SUP W Groat Rd Bridge,53.54315537,-113.5448633,8-Mar-19,47,58
106 Street N of Jasper Avenue,53.54171422,-113.5030261,16-Apr-20,0,40
Railtown Park SUP,53.5430264,-113.5102586,4-Apr-22,769,315
106 Street S of 104 Avenue,53.54519216,-113.5030336,12-Jun-20,0,107
76 Avenue W of 106 Street WB,53.51234,-113.50485,10-Sep-19,0,93
103A Avenue W of 96 Street,53.5473265,-113.4842106,9-Nov-20,612,49
96 Street S of Jasper Ave,53.54312877,-113.4819533,28-Aug-18,0,17
106 Street N of 76 Avenue NB,53.51304,-113.50381,18-Jan-21,0,36
Funicular @ 100 St,53.539481,-113.488365,16-Nov-19,509,0
East Trails,53.604,-113.31977,3-Dec-22,4,5
103 Street N of 102 Avenue,53.54360589,-113.4974978,5-Mar-20,0,87
127 Street N of 107 Avenue,53.55149,-113.54119,7-May-21,0,48
103A Avenue W of 96 Street,53.5473265,-113.4842106,2-Mar-23,857,52
102 Avenue E of 121 Street,53.54308,-113.52949,2-Mar-22,0,152
105 Avenue W of 109 Street,53.54829907,-113.5094746,14-Apr-19,0,151
100 Avenue E of 107 Street,53.53885088,-113.5035117,8-Dec-22,0,3
127 Street N of 107 Avenue,53.55149,-113.54119,6-Oct-19,0,185
76 Avenue W of 106 Street EB,53.51221,-113.50486,7-Apr-21,0,118
102 Avenue E of 121 Street,53.54308,-113.52949,8-Jul-21,0,962
East Trails,53.604,-113.31977,5-Feb-23,26,75
High Level Bridge West,53.53277648,-113.5099417,7-Oct-21,786,755
106 Street N of 76 Avenue NB,53.51304,-113.50381,19-Nov-20,0,23
121 Street SUP N of 107 Avenue,53.55131,-113.53093,2-Feb-23,134,59
105 Avenue W of 109 Street,53.54829907,-113.5094746,25-Oct-18,0,503
106 Street N of 76 Avenue SB,53.51306,-113.50389,9-Jan-21,0,40
Capilano SUP,53.560733,-113.424422,3-Jan-22,29,0
76 Avenue W of 106 Street EB,53.51221,-113.50486,2-Apr-20,0,5
Emily Murphy,53.532383,-113.531662,26-Jun-22,926,0
LRT SUP East of 92 Street,53.55645536,-113.4749465,9-Aug-18,247,486
Railtown Park SUP,53.5430264,-113.5102586,18-Sep-19,1666,992
105 Avenue W of 101 Street,53.54767204,-113.4945246,3-Jan-23,524,26
106 Street S of 104 Avenue,53.54519216,-113.5030336,14-Jan-19,0,42
106 Street N of Jasper Avenue,53.54171422,-113.5030261,26-Jun-21,0,116
Keillor Point (EBD into Keillor Point/WBD out of Keillor Point),53.51209,-113.5392,27-Oct-21,144,0
Belgravia Rd Foot Bridge SUP,53.506457,-113.531874,3-May-20,349,437
106 Street N of 76 Avenue NB,53.51304,-113.50381,31-May-22,0,266
Railtown Park SUP,53.5430264,-113.5102586,20-Aug-19,1441,1105
127 Street N of 107 Avenue,53.55149,-113.54119,27-Oct-21,0,134
High Level Bridge East,53.53249552,-113.5095117,31-Mar-21,492,207
Funicular @ 100 St,53.539481,-113.488365,10-Aug-20,1068,0
105 Avenue W of 101 Street,53.54767204,-113.4945246,16-Sep-22,238,37
102 Avenue E of 121 Street,53.54308,-113.52949,12-Dec-21,0,41
103 Street N of 100 Avenue,53.53912407,-113.4975386,8-Jun-20,0,150
Gold Bar Trail,53.554767,-113.401458,21-Jul-22,257,371
Belgravia Rd Foot Bridge SUP,53.506457,-113.531874,25-Aug-18,222,397
96 Street S of Jasper Ave,53.54312877,-113.4819533,29-Jun-19,0,27
96 Street S of Jasper Ave,53.54312877,-113.4819533,28-Dec-22,0,1
103 Street N of 100 Avenue,53.53912407,-113.4975386,14-Feb-23,0,27
106 Street N of 76 Avenue NB,53.51304,-113.50381,7-May-21,0,96
106 Street N of 76 Avenue SB,53.51306,-113.50389,5-Oct-20,0,208
100 Avenue E of 107 Street,53.53885088,-113.5035117,10-Feb-20,0,141
High Level Bridge East,53.53249552,-113.5095117,27-Dec-20,263,11
106 Street N of 76 Avenue SB,53.51306,-113.50389,9-Oct-19,0,147
103 Street N of 102 Avenue,53.54360589,-113.4974978,18-Sep-22,0,135
99 Street N of 102A Avenue,53.54537031,-113.4893957,21-Mar-20,0,14
High Level Bridge West,53.53277648,-113.5099417,25-Dec-21,10,6
Keillor Point (EBD into Keillor Point/WBD out of Keillor Point),53.51209,-113.5392,25-Feb-22,81,0
Rossdale SUP,53.52781,-113.49539,31-Oct-19,0,0
LRT SUP East of 92 Street,53.55645536,-113.4749465,13-Sep-21,209,236
Capilano Bridge,53.561355,-113.420088,16-Nov-21,64,0
Woodward Trail / Wolf Willow (EBD into River Valley/WBD out of River Valley),53.4938,-113.59727,11-Aug-20,406,195
High Level Bridge West,53.53277648,-113.5099417,27-Nov-21,406,112
Keillor Point (EBD into Keillor Point/WBD out of Keillor Point),53.51209,-113.5392,20-Apr-21,351,0
Whitemud Ravine Boardwalk,53.476847,-113.555595,19-Feb-22,558,0
105 Avenue W of 101 Street,53.54767204,-113.4945246,15-Aug-20,161,93
103 Street N of 100 Avenue,53.53912407,-113.4975386,7-Jun-19,0,73
76 Avenue W of 106 Street EB,53.51221,-113.50486,4-Jul-21,0,107
Funicular @ 100 St,53.539481,-113.488365,25-Apr-20,490,0
LRT SUP East of 92 Street,53.55645536,-113.4749465,10-Jan-22,46,22
83 Avenue W 106 Street,53.51911,-113.50441,19-Aug-19,0,901
103A Avenue W of 96 Street,53.5473265,-113.4842106,1-Aug-20,365,139
102 Avenue SUP W Groat Rd Bridge,53.54315537,-113.5448633,27-Dec-20,155,39
LRT SUP East of 92 Street,53.55645536,-113.4749465,22-Feb-21,116,71
102 Avenue SUP W Groat Rd Bridge,53.54315537,-113.5448633,7-Jun-20,103,61
Woodward Trail / Wolf Willow (EBD into River Valley/WBD out of River Valley),53.4938,-113.59727,9-Nov-20,126,23
106 Street N of 76 Avenue NB,53.51304,-113.50381,9-Dec-20,0,37
LRT SUP East of 92 Street,53.55645536,-113.4749465,1-May-20,134,282
